video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split,sync_offset,sync_confidence,sync_min_distance,n_tracks,sync_status,sync_error,crop_path,sync_score
id00813__00169_id00897_0ayfw8jhoyi_id00330_wavtolip__553bc3da9d,id00813,id00897,id00330,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),women,00169_id00897_0ayFw8JhoyI_id00330_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/women/id00813,FakeVideo-FakeAudio/Caucasian (European)/women/id00813/00169_id00897_0ayFw8JhoyI_id00330_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/women/id00813/00169_id00897_0ayFw8JhoyI_id00330_wavtolip.mp4,1,1,1,1,FAKE,val,-2.0,8.698979377746582,6.46333646774292,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00813__00169_id00897_0ayfw8jhoyi_id00330_wavtolip__553bc3da9d/00000.avi,0.5021734306893183
id00829__00271__6c8e6c17a3,id00829,-,-,real,A,RealVideo-RealAudio,African,women,00271.mp4,RealVideo-RealAudio/African/women/id00829,RealVideo-RealAudio/African/women/id00829/00271.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.mp4,1,0,0,0,REAL,train,-2.0,6.218862533569336,8.454166412353516,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00829__00271__6c8e6c17a3/00000.avi,0.5118081650506562
id04927__00013__228415fd33,id04927,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00013.mp4,RealVideo-RealAudio/Asian (South)/women/id04927,RealVideo-RealAudio/Asian (South)/women/id04927/00013.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04927/00013.mp4,1,0,0,0,REAL,train,-1.0,5.295848846435547,8.249902725219727,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04927__00013__228415fd33/00000.avi,0.11834363010279947
id04564__00417_id04530_wavtolip__2d889ee0bd,id04564,id04530,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00417_id04530_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id04564,FakeVideo-FakeAudio/Asian (South)/women/id04564/00417_id04530_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id04564/00417_id04530_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.74164342880249,7.0273356437683105,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04564__00417_id04530_wavtolip__2d889ee0bd/00000.avi,0.4203203725871705
id05268__00010_fake__9e1da87e7d,id05268,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),men,00010_fake.mp4,RealVideo-FakeAudio/Asian (East)/men/id05268,RealVideo-FakeAudio/Asian (East)/men/id05268/00010_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05268/00010_fake.mp4,1,0,1,1,FAKE,train,13.0,1.1916656494140625,11.337983131408691,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05268__00010_fake__9e1da87e7d/00000.avi,0.9678769064027722
id00495__00027_id00496_wavtolip__7d51e6b3ec,id00495,id00496,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00027_id00496_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00495,FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00496_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00496_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,8.84097957611084,6.764699935913086,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00495__00027_id00496_wavtolip__7d51e6b3ec/00000.avi,0.6698188605824381
id00430__00209__32cccfaaa6,id00430,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00209.mp4,RealVideo-RealAudio/Asian (East)/women/id00430,RealVideo-RealAudio/Asian (East)/women/id00430/00209.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00430/00209.mp4,1,0,0,0,REAL,train,0.0,4.537290573120117,8.993368148803711,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00430__00209__32cccfaaa6/00000.avi,0.09584963372265735
id01236__00005__661511513f,id01236,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,RealVideo-RealAudio/African/men/id01236,RealVideo-RealAudio/African/men/id01236/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.mp4,1,0,0,0,REAL,val,0.0,6.685185432434082,8.50529956817627,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01236__00005__661511513f/00000.avi,0.45220152099901156
id00282__00268__e09745bbb1,id00282,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00268.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00282,RealVideo-RealAudio/Caucasian (European)/men/id00282/00268.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00282/00268.mp4,1,0,0,0,REAL,train,-4.0,7.01969051361084,7.707338809967041,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00282__00268__e09745bbb1/00000.avi,0.6919021814667267
id01026__00083__84b1cb2e94,id01026,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00083.mp4,RealVideo-RealAudio/Asian (South)/women/id01026,RealVideo-RealAudio/Asian (South)/women/id01026/00083.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id01026/00083.mp4,1,0,0,0,REAL,train,-2.0,4.885595321655273,8.644445419311523,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01026__00083__84b1cb2e94/00000.avi,0.19514586585623944
id00291__00052__07c66462b7,id00291,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00052.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00291,RealVideo-RealAudio/Caucasian (American)/women/id00291/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00291/00052.mp4,1,0,0,0,REAL,train,-1.0,6.548303127288818,7.922539234161377,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00291__00052__07c66462b7/00000.avi,0.29243533257807586
id06061__00002__f0cf6aae2c,id06061,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00002.mp4,RealVideo-RealAudio/Asian (East)/women/id06061,RealVideo-RealAudio/Asian (East)/women/id06061/00002.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06061/00002.mp4,1,0,0,0,REAL,train,-2.0,7.5540771484375,6.909487724304199,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06061__00002__f0cf6aae2c/00000.avi,0.3161610016945223
id01035__00012_fake__b61cf857f2,id01035,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00012_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01035,RealVideo-FakeAudio/Caucasian (American)/men/id01035/00012_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01035/00012_fake.mp4,1,0,1,1,FAKE,train,-5.0,1.3730058670043945,12.567285537719727,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01035__00012_fake__b61cf857f2/00000.avi,0.8725708039473743
id01245__00028__92c2079eab,id01245,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00028.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01245,RealVideo-RealAudio/Caucasian (American)/women/id01245/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01245/00028.mp4,1,0,0,0,REAL,train,-1.0,7.831408977508545,6.9993157386779785,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01245__00028__92c2079eab/00000.avi,0.3266447681900386
id00826__00065__a95b99f799,id00826,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00065.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00826,RealVideo-RealAudio/Caucasian (European)/women/id00826/00065.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00826/00065.mp4,1,0,0,0,REAL,train,1.0,5.651584625244141,8.277656555175781,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00826__00065__a95b99f799/00000.avi,0.18466620168839715
id00685__00146_id00745_eodnd1ul7ve__26569d8e7e,id00685,id00745,-,fsgan,C,FakeVideo-RealAudio,Asian (South),men,00146_id00745_eODND1ul7vE.mp4,FakeVideo-RealAudio/Asian (South)/men/id00685,FakeVideo-RealAudio/Asian (South)/men/id00685/00146_id00745_eODND1ul7vE.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id00685/00146_id00745_eODND1ul7vE.mp4,1,1,0,1,FAKE,train,-2.0,2.9412975311279297,11.066908836364746,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00685__00146_id00745_eodnd1ul7ve__26569d8e7e/00000.avi,0.5168565414752706
id00816__00118__cbd1c5454c,id00816,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00118.mp4,RealVideo-RealAudio/Asian (South)/men/id00816,RealVideo-RealAudio/Asian (South)/men/id00816/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00816/00118.mp4,1,0,0,0,REAL,train,-4.0,5.027875900268555,8.658259391784668,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00816__00118__cbd1c5454c/00000.avi,0.4369917646519137
id07008__00175__065ee614de,id07008,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00175.mp4,RealVideo-RealAudio/Asian (South)/women/id07008,RealVideo-RealAudio/Asian (South)/women/id07008/00175.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07008/00175.mp4,1,0,0,0,REAL,train,-3.0,6.1809821128845215,7.6974687576293945,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07008__00175__065ee614de/00000.avi,0.30884791062583516
id01123__00072__539e295004,id01123,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00072.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01123,RealVideo-RealAudio/Caucasian (European)/men/id01123/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01123/00072.mp4,1,0,0,0,REAL,train,-1.0,5.87568473815918,8.248418807983398,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01123__00072__539e295004/00000.avi,0.22542701027736697
id00476__00109_id00781_fvssae9yc0a_faceswap__8e930e1b0b,id00476,id00781,-,faceswap,C,FakeVideo-RealAudio,African,men,00109_id00781_fvsSae9yc0A_faceswap.mp4,FakeVideo-RealAudio/African/men/id00476,FakeVideo-RealAudio/African/men/id00476/00109_id00781_fvsSae9yc0A_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00476/00109_id00781_fvsSae9yc0A_faceswap.mp4,1,1,0,1,FAKE,val,0.0,7.326648235321045,6.903203964233398,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00476__00109_id00781_fvssae9yc0a_faceswap__8e930e1b0b/00000.avi,0.11544287255979989
id00225__00078__5d2c029cb3,id00225,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00078.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00225,RealVideo-RealAudio/Caucasian (European)/men/id00225/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00225/00078.mp4,1,0,0,0,REAL,train,0.0,5.160465240478516,7.5559163093566895,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00225__00078__5d2c029cb3/00000.avi,0.021136160385066317
id00033__00276_1_id00816_wavtolip__126619a20c,id00033,1,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00276_1_id00816_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id00033,FakeVideo-FakeAudio/Asian (South)/men/id00033/00276_1_id00816_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id00033/00276_1_id00816_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.7598295211792,6.636329174041748,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00033__00276_1_id00816_wavtolip__126619a20c/00000.avi,0.5943765138491289
id01124__00063__90da6158ca,id01124,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00063.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01124,RealVideo-RealAudio/Caucasian (American)/men/id01124/00063.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01124/00063.mp4,1,0,0,0,REAL,train,-1.0,6.832332611083984,7.304118633270264,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01124__00063__90da6158ca/00000.avi,0.17554578531181728
id00830__00143_id00173_wavtolip__f7393390a4,id00830,id00173,-,wav2lip,D,FakeVideo-FakeAudio,African,men,00143_id00173_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id00830,FakeVideo-FakeAudio/African/men/id00830/00143_id00173_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id00830/00143_id00173_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,9.488725662231445,5.712207317352295,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00830__00143_id00173_wavtolip__f7393390a4/00000.avi,0.44983740531693084
id00773__00038_fake__36b81a420d,id00773,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00038_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id00773,RealVideo-FakeAudio/Asian (South)/men/id00773/00038_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id00773/00038_fake.mp4,1,0,1,1,FAKE,train,-12.0,1.1605358123779297,12.632352828979492,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00773__00038_fake__36b81a420d/00000.avi,0.9937764367305212
id05980__00143__a6a1e5f5a5,id05980,-,-,real,A,RealVideo-RealAudio,African,women,00143.mp4,RealVideo-RealAudio/African/women/id05980,RealVideo-RealAudio/African/women/id05980/00143.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.mp4,1,0,0,0,REAL,train,-1.0,5.787323951721191,7.859349727630615,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05980__00143__a6a1e5f5a5/00000.avi,0.11824421728534819
id00491__00122__7b9dc357b3,id00491,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00122.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00491,RealVideo-RealAudio/Caucasian (European)/women/id00491/00122.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00491/00122.mp4,1,0,0,0,REAL,train,0.0,5.712185859680176,8.323288917541504,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00491__00122__7b9dc357b3/00000.avi,0.14163745594724161
id04540__00078__c76600525f,id04540,-,-,real,A,RealVideo-RealAudio,African,women,00078.mp4,RealVideo-RealAudio/African/women/id04540,RealVideo-RealAudio/African/women/id04540/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078.mp4,1,0,0,0,REAL,train,0.0,4.549095153808594,9.550531387329102,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04540__00078__c76600525f/00000.avi,0.21615317093063147
id00747__00053__b5d9d082ec,id00747,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00053.mp4,RealVideo-RealAudio/Asian (South)/women/id00747,RealVideo-RealAudio/Asian (South)/women/id00747/00053.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00747/00053.mp4,1,0,0,0,REAL,train,4.0,6.782474517822266,8.22655963897705,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00747__00053__b5d9d082ec/00000.avi,0.7969844272382344
id00909__00037__9644b580a1,id00909,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00037.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00909,RealVideo-RealAudio/Caucasian (European)/men/id00909/00037.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00909/00037.mp4,1,0,0,0,REAL,train,-3.0,4.094521522521973,8.531414031982422,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00909__00037__9644b580a1/00000.avi,0.10046774432275205
id02553__00043__5d79b549b3,id02553,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00043.mp4,RealVideo-RealAudio/Asian (East)/men/id02553,RealVideo-RealAudio/Asian (East)/men/id02553/00043.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02553/00043.mp4,1,0,0,0,REAL,train,1.0,6.167389392852783,7.36470365524292,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02553__00043__5d79b549b3/00000.avi,0.088269912553875
id03985__00005__539a956c87,id03985,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00005.mp4,RealVideo-RealAudio/Asian (South)/women/id03985,RealVideo-RealAudio/Asian (South)/women/id03985/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id03985/00005.mp4,1,0,0,0,REAL,train,-2.0,6.110654830932617,8.268688201904297,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03985__00005__539a956c87/00000.avi,0.39876043847935194
id00943__00304__e1d0e86fee,id00943,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00304.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00943,RealVideo-RealAudio/Caucasian (American)/men/id00943/00304.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00943/00304.mp4,1,0,0,0,REAL,val,-2.0,6.6415815353393555,7.268965721130371,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00943__00304__e1d0e86fee/00000.avi,0.199935062197925
id06254__00043_id05931_bfqu86nv3hk_faceswap_id06428_wavtolip__1b971364af,id06254,id05931,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00043_id05931_bFqu86NV3hk_faceswap_id06428_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id06254,FakeVideo-FakeAudio/Asian (South)/women/id06254/00043_id05931_bFqu86NV3hk_faceswap_id06428_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id06254/00043_id05931_bFqu86NV3hk_faceswap_id06428_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.637736797332764,7.595609664916992,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06254__00043_id05931_bfqu86nv3hk_faceswap_id06428_wavtolip__1b971364af/00000.avi,0.6220696631767582
id01207__00320__255bd04bc6,id01207,-,-,real,A,RealVideo-RealAudio,African,men,00320.mp4,RealVideo-RealAudio/African/men/id01207,RealVideo-RealAudio/African/men/id01207/00320.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.mp4,1,0,0,0,REAL,train,0.0,5.794530868530273,8.66034984588623,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01207__00320__255bd04bc6/00000.avi,0.24550629149953912
id00633__00088_id01001_dhjc8dh9x8c__a5c99bb452,id00633,id01001,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00088_id01001_dHJc8dh9X8c.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00633,FakeVideo-RealAudio/Caucasian (European)/women/id00633/00088_id01001_dHJc8dh9X8c.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00633/00088_id01001_dHJc8dh9X8c.mp4,1,1,0,1,FAKE,train,-3.0,5.424666404724121,8.522199630737305,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00633__00088_id01001_dhjc8dh9x8c__a5c99bb452/00000.avi,0.39495590919536383
id02721__00424__912e3f006d,id02721,-,-,real,A,RealVideo-RealAudio,African,women,00424.mp4,RealVideo-RealAudio/African/women/id02721,RealVideo-RealAudio/African/women/id02721/00424.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424.mp4,1,0,0,0,REAL,train,-1.0,6.815859794616699,8.140563011169434,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02721__00424__912e3f006d/00000.avi,0.4607248825978739
